lineage	S1_mutations
R.1	3.
W.1	2.
XA	7.
XAA	24.
XAB	24.
XAC	24.
XAD	24.
XAE	23.
XAF	24.
XAG	22.
XAH	24.
XAJ	26.
XAK	25.
XAL	23.
XAM	22.
XAN	25.
XAP	24.
XAQ	24.
XAR	25.
XAS	25.
XAT	24.
XAU	24.
XAV	25.
XAW	25.
XAY	33.
XAY.1	34.
XAY.1.1	35.
XAY.1.1.1	35.
XAY.1.1.2	35.
XAY.1.1.3	35.
XAY.1.2	34.
XAY.2	33.
XAY.2.1	33.
XAY.2.2	33.
XAY.2.3	33.
XAY.3	33.
XAZ	25.
XB	7.
XBA	30.
XBB	33.
XBB.1	34.
XBB.1.1	34.
XBB.1.10	35.
XBB.1.11	34.
XBB.1.11.1	35.
XBB.1.12	35.
XBB.1.12.1	36.
XBB.1.13	35.
XBB.1.13.1	36.
XBB.1.14	36.
XBB.1.14.1	37.
XBB.1.15	34.
XBB.1.15.1	35.
XBB.1.16	37.
XBB.1.16.1	38.
XBB.1.16.10	37.
XBB.1.16.11	38.
XBB.1.16.12	38.
XBB.1.16.13	37.
XBB.1.16.14	38.
XBB.1.16.15	39.
XBB.1.16.16	38.
XBB.1.16.17	38.
XBB.1.16.18	37.
XBB.1.16.19	37.
XBB.1.16.2	37.
XBB.1.16.20	37.
XBB.1.16.21	37.
XBB.1.16.22	37.
XBB.1.16.23	38.
XBB.1.16.24	41.
XBB.1.16.25	37.
XBB.1.16.26	39.
XBB.1.16.27	39.
XBB.1.16.28	39.
XBB.1.16.29	37.
XBB.1.16.3	37.
XBB.1.16.30	38.
XBB.1.16.31	37.
XBB.1.16.32	38.
XBB.1.16.4	38.
XBB.1.16.5	37.
XBB.1.16.6	38.
XBB.1.16.7	37.
XBB.1.16.8	37.
XBB.1.16.9	38.
XBB.1.17	34.
XBB.1.17.1	36.
XBB.1.17.2	34.
XBB.1.18	34.
XBB.1.18.1	35.
XBB.1.19	35.
XBB.1.19.1	36.
XBB.1.19.2	36.
XBB.1.2	35.
XBB.1.20	34.
XBB.1.21	35.
XBB.1.22	35.
XBB.1.22.1	36.
XBB.1.22.2	35.
XBB.1.22.3	35.
XBB.1.23	34.
XBB.1.24	35.
XBB.1.24.1	36.
XBB.1.24.2	36.
XBB.1.24.3	36.
XBB.1.25	34.
XBB.1.26	34.
XBB.1.27	35.
XBB.1.28	35.5
XBB.1.28.1	36.
XBB.1.29	35.
XBB.1.3	35.
XBB.1.30	34.
XBB.1.31	36.
XBB.1.31.1	37.
XBB.1.31.2	36.
XBB.1.32	34.
XBB.1.32.1	35.
XBB.1.33	36.
XBB.1.34	36.
XBB.1.34.1	37.
XBB.1.34.2	37.
XBB.1.35	34.
XBB.1.36	35.
XBB.1.37	34.
XBB.1.37.1	35.
XBB.1.38	34.
XBB.1.38.1	34.
XBB.1.39	34.
XBB.1.4	34.
XBB.1.40	35.
XBB.1.4.1	35.
XBB.1.41	37.
XBB.1.41.1	38.
XBB.1.41.2	38.
XBB.1.41.3	37.
XBB.1.4.2	35.
XBB.1.42	36.
XBB.1.42.1	37.
XBB.1.42.2	36.
XBB.1.43	34.
XBB.1.43.1	35.
XBB.1.44	34.
XBB.1.44.1	35.
XBB.1.45	34.
XBB.1.45.1	35.
XBB.1.46	34.
XBB.1.47	34.
XBB.1.47.1	36.
XBB.1.48	36.
XBB.1.49	36.
XBB.1.5	35.
XBB.1.5.1	36.
XBB.1.5.10	36.
XBB.1.5.100	35.
XBB.1.5.101	35.
XBB.1.5.102	35.
XBB.1.5.103	37.
XBB.1.5.104	36.
XBB.1.5.105	36.
XBB.1.5.106	36.
XBB.1.5.107	35.
XBB.1.5.108	37.
XBB.1.5.109	36.
XBB.1.5.11	35.
XBB.1.5.110	35.
XBB.1.5.12	36.
XBB.1.5.13	35.
XBB.1.5.14	35.
XBB.1.5.15	35.
XBB.1.5.16	35.
XBB.1.5.17	35.
XBB.1.5.18	35.
XBB.1.5.19	35.
XBB.1.5.2	37.
XBB.1.5.20	35.
XBB.1.5.21	35.
XBB.1.5.22	36.
XBB.1.5.23	35.
XBB.1.5.24	35.
XBB.1.5.25	36.
XBB.1.5.26	35.
XBB.1.5.27	36.
XBB.1.5.28	36.
XBB.1.5.29	36.
XBB.1.5.3	36.
XBB.1.5.30	36.
XBB.1.5.31	35.
XBB.1.5.32	35.
XBB.1.5.33	35.
XBB.1.5.34	35.
XBB.1.5.35	35.
XBB.1.5.36	35.
XBB.1.5.37	35.
XBB.1.5.38	36.
XBB.1.5.39	35.
XBB.1.5.4	35.
XBB.1.5.40	36.
XBB.1.5.41	36.
XBB.1.5.42	36.
XBB.1.5.43	35.
XBB.1.5.44	37.
XBB.1.5.45	36.
XBB.1.5.46	35.
XBB.1.5.47	35.
XBB.1.5.48	35.
XBB.1.5.49	35.
XBB.1.5.5	35.
XBB.1.5.50	36.
XBB.1.5.51	35.
XBB.1.5.52	35.
XBB.1.5.53	38.
XBB.1.5.54	35.
XBB.1.5.55	35.
XBB.1.5.56	35.
XBB.1.5.57	35.
XBB.1.5.58	36.
XBB.1.5.59	36.
XBB.1.5.6	35.
XBB.1.5.60	36.
XBB.1.5.61	35.
XBB.1.5.62	35.
XBB.1.5.63	35.
XBB.1.5.64	35.
XBB.1.5.65	35.
XBB.1.5.66	35.
XBB.1.5.67	35.
XBB.1.5.68	36.
XBB.1.5.69	35.
XBB.1.5.7	35.
XBB.1.5.70	37.
XBB.1.5.71	36.
XBB.1.5.72	36.
XBB.1.5.73	35.
XBB.1.5.74	36.
XBB.1.5.75	35.
XBB.1.5.76	35.
XBB.1.5.77	35.
XBB.1.5.78	35.
XBB.1.5.79	35.
XBB.1.5.8	35.
XBB.1.5.80	35.
XBB.1.5.81	36.
XBB.1.5.82	36.
XBB.1.5.83	35.
XBB.1.5.84	36.
XBB.1.5.85	37.
XBB.1.5.86	35.
XBB.1.5.87	36.
XBB.1.5.88	35.
XBB.1.5.89	37.
XBB.1.5.9	35.
XBB.1.5.90	36.
XBB.1.5.91	36.
XBB.1.5.92	35.
XBB.1.5.93	35.
XBB.1.5.94	36.
XBB.1.5.95	35.
XBB.1.5.96	35.
XBB.1.5.97	35.
XBB.1.5.98	36.
XBB.1.5.99	35.
XBB.1.6	36.
XBB.1.7	35.
XBB.1.8	34.
XBB.1.9	34.
XBB.1.9.1	35.
XBB.1.9.2	35.
XBB.1.9.3	34.
XBB.1.9.4	34.
XBB.1.9.5	34.
XBB.1.9.6	36.
XBB.1.9.7	36.
XBB.2	34.
XBB.2.1	34.
XBB.2.10	35.
XBB.2.11	34.
XBB.2.11.1	34.
XBB.2.12	35.
XBB.2.2	35.
XBB.2.3	36.
XBB.2.3.1	37.
XBB.2.3.10	36.
XBB.2.3.11	37.
XBB.2.3.12	37.
XBB.2.3.13	36.
XBB.2.3.14	36.
XBB.2.3.15	36.
XBB.2.3.16	37.
XBB.2.3.17	37.
XBB.2.3.18	38.
XBB.2.3.19	37.
XBB.2.3.2	37.
XBB.2.3.20	36.
XBB.2.3.21	36.
XBB.2.3.22	36.
XBB.2.3.3	37.
XBB.2.3.4	37.
XBB.2.3.5	37.
XBB.2.3.6	36.
XBB.2.3.7	36.
XBB.2.3.8	37.
XBB.2.3.9	37.
XBB.2.4	35.
XBB.2.5	35.
XBB.2.6	34.
XBB.2.6.1	35.
XBB.2.6.2	35.
XBB.2.6.3	34.
XBB.2.7	34.
XBB.2.7.1	36.
XBB.2.8	34.
XBB.2.9	35.
XBB.3	33.
XBB.3.1	34.
XBB.3.2	34.
XBB.3.3	33.
XBB.3.4	33.
XBB.3.5	33.
XBB.4	34.
XBB.4.1	35.
XBB.5	34.
XBB.6	33.
XBB.6.1	34.
XBB.7	34.
XBB.8	33.
XBB.8.1	34.
XBB.8.2	34.
XBB.9	33.
XBC	29.
XBC.1	30.
XBC.1.1	30.
XBC.1.1.1	31.
XBC.1.1.2	30.
XBC.1.2	30.
XBC.1.2.1	30.
XBC.1.3	30.
XBC.1.3.1	30.
XBC.1.4	31.
XBC.1.5	30.
XBC.1.6	32.
XBC.1.6.1	32.
XBC.1.6.2	32.
XBC.1.6.3	32.
XBC.1.6.4	32.
XBC.1.6.5	32.
XBC.1.6.6	32.
XBC.1.7	32.
XBC.1.7.1	33.
XBC.1.7.2	33.
XBC.2	30.
XBC.2.1	31.
XBD	32.
XBE	26.
XBF	33.
XBF.1	33.
XBF.10	34.
XBF.1.1	34.
XBF.2	33.
XBF.3	33.
XBF.4	33.
XBF.5	33.
XBF.6	33.
XBF.7	33.
XBF.7.1	34.
XBF.8	33.
XBF.8.1	34.
XBF.9	33.
XBG	27.
XBH	31.
XBJ	31.
XBJ.1	31.
XBJ.1.1	32.
XBJ.2	31.
XBJ.3	31.
XBJ.4	32.
XBK	33.
XBK.1	33.
XBL	34.
XBL.1	35.
XBL.2	34.
XBL.3	34.
XBL.3.1	34.
XBM	28.
XBN	33.
XBP	31.
XBQ	33.
XBR	31.
XBS	31.
XBT	31.
XBU	33.
XBV	36.
XBW	34.
XBY	33.
XBZ	28.
XC	10.
XCA	35.
XCB	27.
XCC	34.
XCD	35.
XCE	35.
XCF	35.
XCF.1	36.
XCF.2	35.
XCF.3	36.
XCG	32.
XCH	36.
XCH.1	37.
XCJ	36.
XCK	35.
XCL	37.
XCM	37.
XCN	40.
XCP	37.
XCQ	35.
XCR	37.
XCS	36.
XCT	36.
XCT.1	37.
XCU	38.
XCV	36.
XCW	35.
XCY	38.
XCZ	37.
XD	27.
XDA	38.
XDA.1	39.
XDB	35.
XDC	37.
XDD	46.
XDD.1	46.
XDD.1.1	47.
XDD.1.1.1	48.
XDD.2	47.
XDD.3	48.
XDE	37.
XDF	36.
XDG	35.
XDH	35.
XDJ	38.
XDK	47.
XDK.1	49.
XDK.1.1	50.
XDK.1.2	50.
XDK.2	48.
XDK.3	48.
XDK.4	47.
XDK.4.1	48.
XDK.5	48.
XDK.6	49.
XDL	37.
XDM	40.
XDN	46.
XDP	46.
XDP.1	46.
XDP.2	47.
XDP.3	47.
XDQ	44.
XDQ.1	46.
XDQ.1.1	47.
XDQ.2	46.
XDQ.3	46.
XDR	46.
XDR.1	48.
XDR.1.1	49.
XDR.1.2	48.
XDS	46.
XDT	44.
XDU	42.
XDV	46.
XDV.1	47.
XDV.1.1	48.
XDV.1.10	48.
XDV.1.11	47.
XDV.1.2	48.
XDV.1.2.1	49.
XDV.1.3	48.
XDV.1.4	47.
XDV.1.5	49.
XDV.1.6	47.
XDV.1.7	47.
XDV.1.7.1	49.
XDV.1.8	47.
XDV.1.9	47.
XDV.1.9.1	49.
XDW	47.
XDY	50.
XDZ	46.
XE	24.
XEA	45.
XEB	46.
XEC	50.
XEC.1	51.
XEC.2	50.
XED	48.
XEE	49.
XEF	51.
XEG	46.
XEH	49.
XEJ	48.
XEK	50.
XF	26.
XG	23.
XH	23.
XJ	24.
XK	20.
XL	24.
XM	24.
XN	24.
XP	27.
XQ	24.
XR	24.
XS	26.
XT	25.
XU	24.
XV	23.
XW	24.
XY	24.
XZ	24.
